nytd_per	50 Cent
nytd_per	Aaliyah
nytd_per	Aaron, Hank
nytd_per	Abacha, Sani
nytd_per	Abate, Catherine M
nytd_per	Abbado, Claudio
nytd_per	Abbas, Mahmoud
nytd_per	Abdel Rahman, Omar
nytd_per	Abdela, Daphne
nytd_per	Abdul-Jabbar, Kareem
